timestamp,message
1758025633768,"25/09/16 12:27:13 INFO GlueLibsDownloader: Elapsed time: 717 millis
"
1758025634861,"25/09/16 12:27:14 INFO GlueLibsDownloader: Elapsed time: 1812 millis
"
1758025635123,"1758025635121
"
1758025635235,"DEBUG	2025-09-16T12:27:15,234	5130	com.amazonaws.services.glue.launch.helpers.LaunchUtils$	[main]	121	log4j2.configurationFile=/tmp/glue-12318878736810206558log4j2.properties
"
1758025637079,"INFO	2025-09-16T12:27:17,078	6974	com.amazonaws.services.glue.utils.concurrent.PythonModuleTask	[pool-5-thread-1]	25	Setting Up Virtual Env and Application/Customer Provided Python Modules started in async mode
"
1758025637086,"INFO	2025-09-16T12:27:17,084	6980	com.amazonaws.services.glue.launch.helpers.PrepareLaunchProperties	[main]	89	Get job script: mdm_dq_ansh.py.
"
1758025637086,"DEBUG	2025-09-16T12:27:17,086	6982	com.amazonaws.services.glue.PrepareLaunch	[main]	281	prepareCmd is Invoked 
"
1758025637094,"INFO	2025-09-16T12:27:17,094	6990	com.amazonaws.services.glue.PythonModuleInstaller	[pool-5-thread-1]	176	Command to Execute python3.11 -m venv --clear /tmp/glue_venv
"
1758025637105,"DEBUG	2025-09-16T12:27:17,104	7000	com.amazonaws.services.glue.launch.helpers.FileManager	[main]	240	Created symlink: /tmp/data_quality_bcbsa-1.0-py3-none-any.whl -> /tmp/glue-job-6628531441990114465/extra-py-files/data_quality_bcbsa-1.0-py3-none-any.whl
"
1758025637105,"DEBUG	2025-09-16T12:27:17,105	7001	com.amazonaws.services.glue.launch.helpers.FileManager	[main]	240	Created symlink: /tmp/fysQQH-AwsGlueMLLibs.jar -> /tmp/glue-job-6628531441990114465/jars/fysQQH-AwsGlueMLLibs.jar
"
1758025637106,"DEBUG	2025-09-16T12:27:17,105	7001	com.amazonaws.services.glue.launch.helpers.FileManager	[main]	240	Created symlink: /tmp/JoGwWP-aws-glue-di-package-5.0.714.jar -> /tmp/glue-job-6628531441990114465/jars/JoGwWP-aws-glue-di-package-5.0.714.jar
"
1758025637106,"DEBUG	2025-09-16T12:27:17,106	7002	com.amazonaws.services.glue.launch.helpers.FileManager	[main]	240	Created symlink: /tmp/wkUQYg-AwsGlueMLLibs.py.zip -> /tmp/glue-job-6628531441990114465/python/wkUQYg-AwsGlueMLLibs.py.zip
"
1758025637106,"DEBUG	2025-09-16T12:27:17,106	7002	com.amazonaws.services.glue.launch.helpers.FileManager	[main]	240	Created symlink: /tmp/dDPmKd-AWSGlueDataplanePython-5.0.714.py.zip -> /tmp/glue-job-6628531441990114465/python/dDPmKd-AWSGlueDataplanePython-5.0.714.py.zip
"
1758025637160,"INFO	2025-09-16T12:27:17,159	7055	com.amazonaws.services.glue.launch.helpers.SparkPropsManagerHelper	[main]	99	
proxy {
  host = null
  port = -1
}
"
1758025637172,"INFO	2025-09-16T12:27:17,172	7068	com.amazonaws.services.glue.utils.EndpointConfig$	[main]	36	 STAGE is prod
"
1758025637706,"INFO	2025-09-16T12:27:17,706	7602	com.amazonaws.services.glue.utils.EndpointConfig$	[main]	90	Endpoints: {credentials_provider=com.amazonaws.auth.DefaultAWSCredentialsProviderChain, glue.endpoint=https://glue.us-east-1.amazonaws.com, lakeformation.endpoint=https://lakeformation.us-east-1.amazonaws.com, jes.endpoint=https://glue-jes-prod.us-east-1.amazonaws.com, region=us-east-1}
"
1758025637766,"INFO	2025-09-16T12:27:17,766	7662	com.amazonaws.services.glue.utils.AWSClientUtils$	[main]	98	AWSClientUtils: create aws sts client with conf: proxy hostnull, proxy port 0
"
1758025638921,"INFO	2025-09-16T12:27:18,920	8816	com.amazonaws.services.gluedi.sensei.autodebugging.AutoDebuggingProxy	[main]	198	initializing AutoDebuggingProxy
"
1758025638961,"INFO	2025-09-16T12:27:18,961	8857	com.amazonaws.services.gluedi.sensei.autodebugging.AutoDebuggingProxy	[main]	203	registering spark listeners
"
1758025639032,"INFO	2025-09-16T12:27:19,031	8927	com.amazonaws.services.glue.launch.helpers.SparkPropsManagerHelper	[main]	113	optimizeParallelismConfigs started 
"
1758025639058,"DEBUG	2025-09-16T12:27:19,057	8953	com.amazonaws.services.glue.launch.helpers.SparkPropsManager	[main]	330	About to set PROXY_DISABLED and PROXY_DISABLED_V2 values false , false 
"
1758025639058,"INFO	2025-09-16T12:27:19,058	8954	com.amazonaws.services.glue.launch.helpers.LoggerPropsManager	[main]	31	setupLoggerProperties...
"
1758025639059,"INFO	2025-09-16T12:27:19,058	8954	com.amazonaws.services.glue.launch.helpers.LoggerPropsManager	[main]	64	setupDefaultLog4J2Properties...
"
1758025639064,"INFO	2025-09-16T12:27:19,063	8959	com.amazonaws.services.glue.FileDownloader	[main]	95	downloading /tmp/glue-12318878736810206558log4j2.properties file to destination location: /tmp/glue-job-6628531441990114465/glue-12318878736810206558log4j2.properties
"
1758025639732,"INFO	2025-09-16T12:27:19,731	9627	com.amazonaws.services.glue.launch.helpers.LoggerPropsManager	[main]	78	setting up the log4j.configurationFile=/tmp/glue-job-6628531441990114465/glue-12318878736810206558log4j2.properties
"
1758025639749,"INFO	2025-09-16T12:27:19,749	9645	com.amazonaws.services.glue.PrepareLaunch	[main]	264	Creating directory /tmp/glue-job-6628531441990114465/aws_glue_connectors
"
1758025639750,"INFO	2025-09-16T12:27:19,749	9645	com.amazonaws.services.glue.PrepareLaunch	[main]	264	Creating directory /tmp/glue-job-6628531441990114465/aws_glue_connectors/selected
"
1758025639750,"INFO	2025-09-16T12:27:19,750	9646	com.amazonaws.services.glue.PrepareLaunch	[main]	264	Creating directory /tmp/glue-job-6628531441990114465/exception_catch
"
1758025639751,"INFO	2025-09-16T12:27:19,750	9646	com.amazonaws.services.glue.PrepareLaunch	[main]	264	Creating directory /tmp/glue-job-6628531441990114465/amazon
"
1758025639751,"INFO	2025-09-16T12:27:19,750	9646	com.amazonaws.services.glue.PrepareLaunch	[main]	264	Creating directory /tmp/glue-job-6628531441990114465/amazon/certs
"
1758025639751,"INFO	2025-09-16T12:27:19,750	9646	com.amazonaws.services.glue.PrepareLaunch	[main]	264	Creating directory /tmp/glue-job-6628531441990114465/aws_glue_connectors/selected/native
"
1758025639751,"INFO	2025-09-16T12:27:19,751	9647	com.amazonaws.services.glue.PrepareLaunch	[main]	264	Creating directory /tmp/glue-job-6628531441990114465/aws_glue_connectors/marketplace
"
1758025639876,"INFO	2025-09-16T12:27:19,875	9771	com.amazonaws.services.glue.launch.helpers.ConnectionsManager	[main]	78	GLUE_CONNECTIVITY: attached connection types: ListBuffer()
"
1758025640238,"INFO	2025-09-16T12:27:20,237	10133	com.amazonaws.services.glue.PrepareLaunch	[main]	194	list of connectors to be added in classpath: List()
"
1758025640239,"DEBUG	2025-09-16T12:27:20,238	10134	com.amazonaws.services.glue.PrepareLaunch	[main]	206	prepareClasspath is Invoked...
"
1758025640239,"DEBUG	2025-09-16T12:27:20,238	10134	com.amazonaws.services.glue.launch.helpers.FileManager	[main]	46	processJarsAndFiles is invoked 
"
1758025640241,"INFO	2025-09-16T12:27:20,241	10137	com.amazonaws.services.glue.FileDownloader	[main]	95	downloading s3://aws-glue-assets-971996090633-us-east-1/scripts/mdm_dq_ansh.py file to destination location: /tmp/glue-job-6628531441990114465/mdm_dq_ansh.py
"
1758025640575,"INFO	2025-09-16T12:27:20,574	10470	com.amazonaws.services.glue.utils.AWSS3Utils$	[main]	32	Encoding S3 URI s3://aws-glue-assets-971996090633-us-east-1/scripts/mdm_dq_ansh.py
"
1758025640575,"INFO	2025-09-16T12:27:20,575	10471	com.amazonaws.services.glue.utils.AWSS3Utils$	[main]	37	Encoded S3 URI to s3://aws-glue-assets-971996090633-us-east-1/scripts/mdm_dq_ansh.py
"
1758025640597,"INFO	2025-09-16T12:27:20,597	10493	com.amazonaws.services.glue.FileDownloader	[main]	138	Download bucket: aws-glue-assets-971996090633-us-east-1 key: scripts/mdm_dq_ansh.py to /tmp/glue-job-6628531441990114465/mdm_dq_ansh.py with usingProxy: false and isProxyDisabled: true
"
1758025641810,"INFO	2025-09-16T12:27:21,810	11706	com.amazonaws.services.glue.launch.helpers.FileManager	[main]	119	Script should be downloaded at /tmp/glue-job-6628531441990114465/mdm_dq_ansh.py 
"
1758025641811,"INFO	2025-09-16T12:27:21,810	11706	com.amazonaws.services.glue.FileDownloader	[sdk-async-response-3-0]	145	Object downloaded. Details: GetObjectResponse(AcceptRanges=bytes, LastModified=2025-09-16T11:40:50Z, ContentLength=533, ETag=""26cc2f43d73a45041ff2c1984aef4649"", ContentType=application/octet-stream; charset=UTF-8, ServerSideEncryption=AES256, Metadata={})
"
1758025641831,"DEBUG	2025-09-16T12:27:21,830	11726	com.amazonaws.services.glue.launch.helpers.LaunchUtils$	[main]	29	File under getFilesWithExtRecursively is : /tmp/glue-job-6628531441990114465/jars/fysQQH-AwsGlueMLLibs.jar
"
1758025641832,"DEBUG	2025-09-16T12:27:21,831	11727	com.amazonaws.services.glue.launch.helpers.LaunchUtils$	[main]	29	File under getFilesWithExtRecursively is : /tmp/glue-job-6628531441990114465/jars/JoGwWP-aws-glue-di-package-5.0.714.jar
"
1758025644984,"DEBUG	2025-09-16T12:27:24,983	14879	com.amazonaws.services.glue.PythonModuleInstaller	[pool-5-thread-1]	44	Total time taken for creating virtual env 7904 in milliseconds
"
1758025644993,"DEBUG	2025-09-16T12:27:24,992	14888	com.amazonaws.services.glue.PythonModuleInstaller	[pool-5-thread-1]	78	Python directory file: /tmp/glue-job-6628531441990114465/python/wkUQYg-AwsGlueMLLibs.py.zip
"
1758025644995,"DEBUG	2025-09-16T12:27:24,994	14890	com.amazonaws.services.glue.PythonModuleInstaller	[pool-5-thread-1]	80	Found DILIbs Python module file with name: wkUQYg-AwsGlueMLLibs.py.zip
"
1758025644996,"DEBUG	2025-09-16T12:27:24,996	14892	com.amazonaws.services.glue.PythonModuleInstaller	[pool-5-thread-1]	78	Python directory file: /tmp/glue-job-6628531441990114465/python/dDPmKd-AWSGlueDataplanePython-5.0.714.py.zip
"
1758025644998,"DEBUG	2025-09-16T12:27:24,998	14894	com.amazonaws.services.glue.PythonModuleInstaller	[pool-5-thread-1]	80	Found DILIbs Python module file with name: dDPmKd-AWSGlueDataplanePython-5.0.714.py.zip
"
1758025645001,"DEBUG	2025-09-16T12:27:25,000	14896	com.amazonaws.services.glue.PythonModuleInstaller	[pool-5-thread-1]	246	Installing zip of wheels
"
1758025645002,"INFO	2025-09-16T12:27:25,002	14898	com.amazonaws.services.glue.PythonModuleInstaller	[pool-5-thread-1]	176	Command to Execute unzip /tmp/glue-job-6628531441990114465/python/dDPmKd-AWSGlueDataplanePython-5.0.714.py.zip -d /tmp/glue-job-6628531441990114465/python/dDPmKd-AWSGlueDataplanePython-5.0.714
"
